CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
CW6T8OZ5TV,178532,471835,1351744,2.6429,7.5714,2.8649,6348,1180,0.1859,0.0356,0.0135,0.0047,5156,2597,0.5037,0.0289,0.0109,0.0038,19525,9927,0.5084,0.1094,0.0414,0.0144,0,0,0.9188,0.0,0.0,0.0,0,0,0.5403,0.0,0.0,0.0,15365,5149,0.3351,0.0861,0.0326,0.0114,6458,443,0.0686,0.0362,0.0137,0.0048,27578,13957,0.5061,0.1545,0.0584,0.0204,8522,4266,0.5006,0.0477,0.0181,0.0063,28302,3745,0.1323,0.1585,0.06,0.0209,10269,5154,0.5019,0.0575,0.0218,0.0076,127523,46418,0.364,0.7143,0.2703,0.0943,No,1,1,0,1,0,605,0
CW7048MJL0,7650,4371,0,0.5714,0.0,0.0,132,81,0.6136,0.0173,0.0302,0.0,265,132,0.4981,0.0346,0.0606,0.053,3533,1788,0.5061,0.4618,0.8083,0.0,0,0,0.4442,0.0,0.0,0.0003,0,0,0.4955,0.0,0.0,0.0224,538,275,0.5112,0.0703,0.1231,0.0,0,0,0.0127,0.0,0.0,0.0525,0,0,0.506,0.0,0.0,0.3742,0,0,0.5653,0.0,0.0,0.0,6460,3475,0.5379,0.8444,1.4779,0.3045,0,0,0.5009,0.0,0.0,0.0694,10928,5751,0.5263,1.4285,2.5001,1.2855,No,0,0,0,1,0,618,1
CW9AZ2KZQH,16708,148512,18564,8.8887,1.1111,0.125,373,85,0.2279,0.0223,0.0025,0.0201,0,0,0.5048,0.0,0.0,0.0,4506,2931,0.6505,0.2697,0.0303,0.2427,0,0,0.3335,0.0,0.0,0.0,230,131,0.5696,0.0138,0.0015,0.0124,4462,2513,0.5632,0.2671,0.03,0.2404,1063,150,0.1411,0.0636,0.0072,0.0573,0,0,0.5063,0.0,0.0,0.0,150,75,0.5,0.009,0.001,0.0081,6264,863,0.1378,0.3749,0.0422,0.3374,1516,763,0.5033,0.0907,0.0102,0.0817,18564,7511,0.4046,1.1111,0.125,1.0,Low,1,0,0,1,0,611,0
CWAL3FNMI0,223930,2216907,738969,9.9,3.3,0.3333,8999,1731,0.1924,0.0402,0.0041,0.0122,33333,16813,0.5044,0.1489,0.015,0.0451,11947,7540,0.6311,0.0534,0.0054,0.0162,0,0,1.1088,0.0,0.0,0.0,2989,1645,0.5504,0.0133,0.0013,0.004,68922,35532,0.5155,0.3078,0.0311,0.0933,10564,2241,0.2121,0.0472,0.0048,0.0143,0,0,0.5062,0.0,0.0,0.0,6768,3696,0.5461,0.0302,0.0031,0.0092,62695,30131,0.4806,0.28,0.0283,0.0848,17713,8871,0.5008,0.0791,0.008,0.024,223930,108200,0.4832,1.0,0.101,0.303,High,1,0,0,1,1,637,0
CWD321EK5V,222426,606615,1294112,2.7273,5.8182,2.1333,14617,6730,0.4604,0.0657,0.0241,0.0113,5973,3002,0.5026,0.0269,0.0098,0.0046,48598,37440,0.7704,0.2185,0.0801,0.0376,0,0,0.7884,0.0,0.0,0.0,0,0,0.6053,0.0,0.0,0.0,24729,12781,0.5168,0.1112,0.0408,0.0191,9872,4303,0.4359,0.0444,0.0163,0.0076,0,0,0.506,0.0,0.0,0.0,9102,4143,0.4552,0.0409,0.015,0.007,77291,41294,0.5343,0.3475,0.1274,0.0597,12023,6048,0.503,0.0541,0.0198,0.0093,202205,115741,0.5724,0.9091,0.3333,0.1562,No,1,1,0,1,0,585,0
CWFUAPBZZ7,158684,952103,2582218,6.0,16.2727,2.7121,9510,3426,0.3603,0.0599,0.01,0.0037,0,0,0.5009,0.0,0.0,0.0,9273,4665,0.5031,0.0584,0.0097,0.0036,0,0,0.6629,0.0,0.0,0.0,0,0,0.433,0.0,0.0,0.0,63669,29483,0.4631,0.4012,0.0669,0.0247,9740,3350,0.3439,0.0614,0.0102,0.0038,0,0,0.5061,0.0,0.0,0.0,6954,3165,0.4551,0.0438,0.0073,0.0027,26827,15422,0.5749,0.1691,0.0282,0.0104,18285,9180,0.5021,0.1152,0.0192,0.0071,144258,68691,0.4762,0.9091,0.1515,0.0559,No,1,1,0,1,1,528,0
CWH2TT5E29,44426,17770,93295,0.4,2.1,5.2501,2817,565,0.2006,0.0634,0.1585,0.0302,3106,1563,0.5032,0.0699,0.1748,0.0333,9420,4839,0.5137,0.212,0.5301,0.101,0,0,0.4975,0.0,0.0,0.0,0,0,0.4884,0.0,0.0,0.0,2999,1441,0.4805,0.0675,0.1688,0.0321,1111,381,0.3429,0.025,0.0625,0.0119,0,0,0.506,0.0,0.0,0.0,1290,648,0.5023,0.029,0.0726,0.0138,22137,10877,0.4913,0.4983,1.2458,0.2373,1546,778,0.5032,0.0348,0.087,0.0166,44426,21092,0.4748,1.0,2.5001,0.4762,No,1,0,0,1,0,636,0
CWHV9DXM4Z,318615,1115152,2594435,3.5,8.1429,2.3265,8764,2463,0.281,0.0275,0.0079,0.0034,6283,3169,0.5044,0.0197,0.0056,0.0024,38212,26714,0.6991,0.1199,0.0343,0.0147,416,416,1.0,0.0013,0.0004,0.0002,10644,3838,0.3606,0.0334,0.0095,0.0041,23759,11074,0.4661,0.0746,0.0213,0.0092,7558,4354,0.5761,0.0237,0.0068,0.0029,34033,17224,0.5061,0.1068,0.0305,0.0131,10516,5265,0.5007,0.033,0.0094,0.0041,74802,28897,0.3863,0.2348,0.0671,0.0288,12595,6343,0.5036,0.0395,0.0113,0.0049,227582,109757,0.4823,0.7143,0.2041,0.0877,High,1,1,1,1,0,577,0
CWI9V1G9V8,7127,2036,0,0.2857,0.0,0.0,90,38,0.4222,0.0126,0.0442,0.1739,266,132,0.4962,0.0373,0.1306,0.0004,3459,1769,0.5114,0.4853,1.6989,0.0,0,0,0.9546,0.0,0.0,0.0005,0,0,0.4574,0.0,0.0,0.0586,542,276,0.5092,0.076,0.2662,0.0,0,0,0.4073,0.0,0.0,0.0308,0,0,0.506,0.0,0.0,0.2338,0,0,0.488,0.0,0.0,0.0171,5825,4031,0.692,0.8173,2.861,0.1739,0,0,0.5051,0.0,0.0,0.0,10182,6246,0.6134,1.4287,5.001,1.7902,No,0,0,0,1,0,600,0
CWIQ57EQ3M,0,6010,18814,1.9165,8.8846,3.1304,0,0,0.0,0.1073,0.0,0.0,0,0,0.503,0.0307,0.0,0.0,0,0,0.4985,0.0,0.0,0.0,0,0,0.6055,0.0,0.0,0.0,0,0,0.4829,0.0,0.0,0.0,705,228,0.3234,0.1159,0.1173,0.0375,78,0,0.6407,0.0083,0.013,0.0041,1357,687,0.5063,0.0686,0.2258,0.0721,0,0,0.4885,0.0286,0.0,0.0,0,0,0.3388,0.4729,0.0,0.0,473,239,0.5053,0.0092,0.0787,0.0251,2613,1154,0.4416,1.0052,0.4348,0.1389,No,1,0,0,1,0,564,1
CWJ877I5JF,116651,137860,922600,1.1818,7.9091,6.6923,20920,12531,0.599,0.1793,0.1517,0.0227,0,0,0.5016,0.0,0.0,0.0,21141,10826,0.5121,0.1812,0.1534,0.0229,0,0,1.3453,0.0,0.0,0.0,0,0,0.5658,0.0,0.0,0.0,7610,4179,0.5491,0.0652,0.0552,0.0082,4444,3633,0.8175,0.0381,0.0322,0.0048,0,0,0.506,0.0,0.0,0.0,2617,1190,0.4547,0.0224,0.019,0.0028,45886,24414,0.5321,0.3934,0.3328,0.0497,3428,1725,0.5032,0.0294,0.0249,0.0037,106046,58498,0.5516,0.9091,0.7692,0.1149,No,1,1,0,1,0,570,0
CWJE0TCGFT,176066,1584594,1424534,9.0,8.0909,0.899,5395,680,0.126,0.0306,0.0034,0.0038,0,0,0.4987,0.0,0.0,0.0,11862,8369,0.7055,0.0674,0.0075,0.0083,0,0,0.9621,0.0,0.0,0.0,2184,1117,0.5114,0.0124,0.0014,0.0015,58290,31681,0.5435,0.3311,0.0368,0.0409,4131,772,0.1869,0.0235,0.0026,0.0029,58564,29640,0.5061,0.3326,0.037,0.0411,5409,2954,0.5461,0.0307,0.0034,0.0038,0,0,0.7199,0.0,0.0,0.0,14225,7148,0.5025,0.0808,0.009,0.01,160060,82361,0.5146,0.9091,0.101,0.1124,High,1,1,1,1,1,566,0
CWKI0BQD5V,9172,3669,76128,0.4,8.3,20.749,224,1,0.0045,0.0244,0.0611,0.0029,0,0,0.5029,0.0,0.0,0.0,2274,1133,0.4982,0.2479,0.6198,0.0299,235,143,0.6085,0.0256,0.0641,0.0031,823,510,0.6197,0.0897,0.2243,0.0108,2460,966,0.3927,0.2682,0.6705,0.0323,333,16,0.048,0.0363,0.0908,0.0044,2158,1092,0.506,0.2353,0.5882,0.0283,0,0,0.4567,0.0,0.0,0.0,0,0,0.7309,0.0,0.0,0.0,665,334,0.5023,0.0725,0.1812,0.0087,9172,4195,0.4574,1.0,2.4999,0.1205,Low,1,0,0,1,0,566,0
CWM9GG0UKO,21744,125632,45904,5.7778,2.1111,0.3654,1035,424,0.4097,0.0476,0.0082,0.0225,0,0,0.5047,0.0,0.0,0.0,5807,3622,0.6237,0.2671,0.0462,0.1265,0,0,0.5896,0.0,0.0,0.0,0,0,0.5953,0.0,0.0,0.0,4832,2156,0.4462,0.2222,0.0385,0.1053,2974,1650,0.5548,0.1368,0.0237,0.0648,0,0,0.5061,0.0,0.0,0.0,210,105,0.5,0.0097,0.0017,0.0046,7214,3461,0.4798,0.3318,0.0574,0.1572,2088,1049,0.5024,0.096,0.0166,0.0455,24160,12467,0.516,1.1111,0.1923,0.5263,No,1,0,0,1,0,606,0
CWN50RFK46,87334,674858,1579960,7.7273,18.091,2.3412,2480,354,0.1427,0.0284,0.0037,0.0016,0,0,0.5066,0.0,0.0,0.0,6683,4520,0.6763,0.0765,0.0099,0.0042,0,0,0.9478,0.0,0.0,0.0,1148,627,0.5462,0.0131,0.0017,0.0007,29786,13208,0.4434,0.3411,0.0441,0.0189,3816,2760,0.7233,0.0437,0.0057,0.0024,0,0,0.506,0.0,0.0,0.0,3670,1837,0.5005,0.042,0.0054,0.0023,23041,9478,0.4114,0.2638,0.0341,0.0146,8771,4406,0.5023,0.1004,0.013,0.0056,79395,37190,0.4684,0.9091,0.1176,0.0503,High,1,0,0,1,1,430,1
CWNW0E8UNE,7700,1711,0,0.2222,0.0,0.0,101,34,0.3366,0.0131,0.059,0.0838,0,0,0.5065,0.0,0.0,0.0,3239,1663,0.5134,0.4206,1.893,0.3347,0,0,0.8534,0.0,0.0,0.0014,0,0,0.5736,0.0,0.0,0.0066,483,254,0.5259,0.0627,0.2823,0.2329,0,0,0.7682,0.0,0.0,0.0,0,0,0.5062,0.0,0.0,0.3192,0,0,0.4956,0.0,0.0,0.0,4732,2488,0.5258,0.6145,2.7656,0.1712,0,0,0.5016,0.0,0.0,0.1371,8555,4439,0.5189,1.111,5.0,0.0,No,0,0,0,1,0,627,1
CWOQHJ5X2U,163896,506586,1385663,3.0909,8.4545,2.7353,8069,6018,0.7458,0.0492,0.0159,0.0058,15329,7726,0.504,0.0935,0.0303,0.0111,4125,2096,0.5081,0.0252,0.0081,0.003,0,0,1.0692,0.0,0.0,0.0,1242,662,0.533,0.0076,0.0025,0.0009,32829,17467,0.5321,0.2003,0.0648,0.0237,10285,6381,0.6204,0.0628,0.0203,0.0074,33926,17170,0.5061,0.207,0.067,0.0245,3133,1711,0.5461,0.0191,0.0062,0.0023,31814,19614,0.6165,0.1941,0.0628,0.023,8244,4155,0.504,0.0503,0.0163,0.0059,148996,83000,0.5571,0.9091,0.2941,0.1075,High,1,1,1,1,1,549,1
CWRH5FX0M8,293346,900992,3059182,3.0714,10.4286,3.3953,19632,14948,0.7614,0.0669,0.0218,0.0064,7020,3526,0.5023,0.0239,0.0078,0.0023,26563,13449,0.5063,0.0906,0.0295,0.0087,0,0,0.9069,0.0,0.0,0.0,0,0,0.4626,0.0,0.0,0.0,28943,15020,0.519,0.0987,0.0321,0.0095,10070,5105,0.507,0.0343,0.0112,0.0033,0,0,0.5062,0.0,0.0,0.0,10729,5860,0.5462,0.0366,0.0119,0.0035,92440,49438,0.5348,0.3151,0.1026,0.0302,14136,7130,0.5044,0.0482,0.0157,0.0046,209533,114476,0.5463,0.7143,0.2326,0.0685,No,1,1,0,1,0,621,0
CWRT2XK90L,169063,783839,1859697,4.6364,11.0,2.3725,17041,14437,0.8472,0.1008,0.0217,0.0092,30600,15421,0.504,0.181,0.039,0.0165,8335,4274,0.5128,0.0493,0.0106,0.0045,329,329,1.0,0.0019,0.0004,0.0002,2868,1598,0.5572,0.017,0.0037,0.0015,65731,35422,0.5389,0.3888,0.0839,0.0353,5759,0,0.359,0.0341,0.0073,0.0031,0,0,0.5061,0.0,0.0,0.0,6777,3393,0.5007,0.0401,0.0086,0.0036,0,0,0.5809,0.0,0.0,0.0,16254,8191,0.5039,0.0961,0.0207,0.0087,153694,83065,0.5405,0.9091,0.1961,0.0826,High,1,1,0,1,1,547,1
CWT7QB66D6,80621,16124,395043,0.2,4.9,24.5003,5077,1966,0.3872,0.063,0.3149,0.0129,4185,2099,0.5016,0.0519,0.2596,0.0106,12556,6473,0.5155,0.1557,0.7787,0.0318,0,0,0.5927,0.0,0.0,0.0,0,0,0.5281,0.0,0.0,0.0,4571,2489,0.5445,0.0567,0.2835,0.0116,2143,1408,0.657,0.0266,0.1329,0.0054,0,0,0.5061,0.0,0.0,0.0,1740,870,0.5,0.0216,0.1079,0.0044,48267,33308,0.6901,0.5987,2.9935,0.1222,2082,1046,0.5024,0.0258,0.1291,0.0053,80621,49659,0.616,1.0,5.0001,0.2041,No,1,0,0,1,0,588,0
CWTRWIVMQD,23742,7914,263800,0.3333,11.1111,33.3333,488,110,0.2254,0.0206,0.0617,0.0018,0,0,0.5035,0.0,0.0,0.0,3684,1906,0.5174,0.1552,0.4655,0.014,283,283,1.0,0.0119,0.0358,0.0011,0,0,0.5055,0.0,0.0,0.0,4736,2170,0.4582,0.1995,0.5984,0.018,644,224,0.3478,0.0271,0.0814,0.0024,0,0,0.5061,0.0,0.0,0.0,0,0,0.4597,0.0,0.0,0.0,15409,7761,0.5037,0.649,1.9471,0.0584,1136,572,0.5035,0.0478,0.1435,0.0043,26380,13026,0.4938,1.1111,3.3333,0.1,No,1,0,0,1,0,525,1
CWZPFF4NJO,22543,275025,22543,12.2,1.0,0.082,881,451,0.5119,0.0391,0.0032,0.0391,0,0,0.5033,0.0,0.0,0.0,3260,1665,0.5107,0.1446,0.0119,0.1446,0,0,0.4899,0.0,0.0,0.0,292,167,0.5719,0.013,0.0011,0.013,3967,2048,0.5163,0.176,0.0144,0.176,1838,929,0.5054,0.0815,0.0067,0.0815,0,0,0.5059,0.0,0.0,0.0,165,90,0.5455,0.0073,0.0006,0.0073,10636,5263,0.4948,0.4718,0.0387,0.4718,1504,756,0.5027,0.0667,0.0055,0.0667,22543,11369,0.5043,1.0,0.082,1.0,Low,1,0,0,1,0,619,1
CX1V91FJFL,34023,20414,95264,0.6,2.8,4.6666,7501,915,0.122,0.2205,0.3674,0.0787,0,0,0.5021,0.0,0.0,0.0,16082,8101,0.5037,0.4727,0.7878,0.1688,0,0,0.072,0.0,0.0,0.0,0,0,0.567,0.0,0.0,0.0,4664,2006,0.4301,0.1371,0.2285,0.049,1130,490,0.4336,0.0332,0.0554,0.0119,0,0,0.5058,0.0,0.0,0.0,2018,920,0.4559,0.0593,0.0989,0.0212,0,0,0.593,0.0,0.0,0.0,2628,1318,0.5015,0.0772,0.1287,0.0276,34023,13750,0.4041,1.0,1.6667,0.3571,No,1,0,0,1,0,641,0
CX806VQ02Q,378725,622191,4030718,1.6429,10.6429,6.4783,23956,10435,0.4356,0.0633,0.0385,0.0059,0,0,0.5025,0.0,0.0,0.0,38101,19335,0.5075,0.1006,0.0612,0.0095,0,0,0.5286,0.0,0.0,0.0,0,0,0.5136,0.0,0.0,0.0,41447,21388,0.516,0.1094,0.0666,0.0103,14290,4907,0.3434,0.0377,0.023,0.0035,0,0,0.5061,0.0,0.0,0.0,16716,8368,0.5006,0.0441,0.0269,0.0041,115904,66915,0.5773,0.306,0.1863,0.0288,20104,10110,0.5029,0.0531,0.0323,0.005,270518,141458,0.5229,0.7143,0.4348,0.0671,No,1,1,0,1,0,572,0
CX90QUPVNL,186574,149260,1119447,0.8,6.0,7.5,21174,14943,0.7057,0.1135,0.1419,0.0189,6190,3111,0.5026,0.0332,0.0415,0.0055,32614,21072,0.6461,0.1748,0.2185,0.0291,0,0,1.0302,0.0,0.0,0.0,0,0,0.5325,0.0,0.0,0.0,27016,14613,0.5409,0.1448,0.181,0.0241,15628,8265,0.5289,0.0838,0.1047,0.014,0,0,0.5063,0.0,0.0,0.0,9435,4294,0.4551,0.0506,0.0632,0.0084,0,0,0.334,0.0,0.0,0.0,12326,6211,0.5039,0.0661,0.0826,0.011,124383,72509,0.5829,0.6667,0.8333,0.1111,No,1,0,0,1,0,561,1
CXAMT7VLGF,73994,44396,628949,0.6,8.5,14.1668,4711,1185,0.2515,0.0637,0.1061,0.0075,6982,3516,0.5036,0.0944,0.1573,0.0111,31192,20431,0.655,0.4215,0.7026,0.0496,0,0,1.1975,0.0,0.0,0.0,0,0,0.5587,0.0,0.0,0.0,6745,3225,0.4781,0.0912,0.1519,0.0107,671,247,0.3681,0.0091,0.0151,0.0011,0,0,0.5062,0.0,0.0,0.0,2673,1216,0.4549,0.0361,0.0602,0.0042,17515,4921,0.281,0.2367,0.3945,0.0278,3505,1760,0.5021,0.0474,0.0789,0.0056,73994,36501,0.4933,1.0,1.6667,0.1176,No,1,0,0,1,0,555,1
CXAR9PF89Y,13661,168898,18628,12.3635,1.3636,0.1103,744,91,0.1223,0.0545,0.0044,0.0399,0,0,0.5031,0.0,0.0,0.0,3647,1859,0.5097,0.267,0.0216,0.1958,0,0,0.7819,0.0,0.0,0.0,0,0,0.5443,0.0,0.0,0.0,4241,2040,0.481,0.3104,0.0251,0.2277,1883,352,0.1869,0.1378,0.0111,0.1011,0,0,0.5063,0.0,0.0,0.0,204,102,0.5,0.0149,0.0012,0.011,0,0,0.5029,0.0,0.0,0.0,1700,853,0.5018,0.1244,0.0101,0.0913,12419,5297,0.4265,0.9091,0.0735,0.6667,No,1,0,0,1,0,625,1
CXBKPTSCJZ,34803,435038,13921,12.5,0.4,0.032,1032,191,0.1851,0.0297,0.0024,0.0741,0,0,0.5015,0.0,0.0,0.0,4860,2471,0.5084,0.1396,0.0112,0.3491,0,0,0.6554,0.0,0.0,0.0,0,0,0.4459,0.0,0.0,0.0,5712,2851,0.4991,0.1641,0.0131,0.4103,2256,220,0.0975,0.0648,0.0052,0.1621,10037,5079,0.506,0.2884,0.0231,0.721,264,132,0.5,0.0076,0.0006,0.019,8422,3140,0.3728,0.242,0.0194,0.605,2220,1112,0.5009,0.0638,0.0051,0.1595,34803,15196,0.4366,1.0,0.08,2.5,No,1,0,0,1,0,674,0
CXCJLDEZP9,119566,489132,1163047,4.0909,9.7272,2.3778,6581,2085,0.3168,0.055,0.0135,0.0057,4381,2196,0.5013,0.0366,0.009,0.0038,24320,16077,0.6611,0.2034,0.0497,0.0209,0,0,0.7881,0.0,0.0,0.0,0,0,0.5215,0.0,0.0,0.0,14448,5685,0.3935,0.1208,0.0295,0.0124,5322,2207,0.4147,0.0445,0.0109,0.0046,0,0,0.5062,0.0,0.0,0.0,6675,3645,0.5461,0.0558,0.0136,0.0057,38256,12465,0.3258,0.32,0.0782,0.0329,8713,4377,0.5024,0.0729,0.0178,0.0075,108696,48737,0.4484,0.9091,0.2222,0.0935,No,1,0,0,1,0,557,0
CXCTOIZS0X,266057,665144,1235266,2.5,4.6429,1.8571,12620,5215,0.4132,0.0474,0.019,0.0102,0,0,0.5034,0.0,0.0,0.0,28443,14259,0.5013,0.1069,0.0428,0.023,0,0,0.4624,0.0,0.0,0.0,0,0,0.5577,0.0,0.0,0.0,30986,15982,0.5158,0.1165,0.0466,0.0251,12584,7229,0.5745,0.0473,0.0189,0.0102,0,0,0.5064,0.0,0.0,0.0,11470,6264,0.5461,0.0431,0.0172,0.0093,78934,42397,0.5371,0.2967,0.1187,0.0639,15004,7518,0.5011,0.0564,0.0226,0.0121,190041,98864,0.5202,0.7143,0.2857,0.1538,No,1,1,0,1,0,580,0
CXCZEK45XU,68967,55174,572426,0.8,8.3,10.3749,3577,484,0.1353,0.0519,0.0648,0.0062,6387,3192,0.4998,0.0926,0.1158,0.0112,19360,9720,0.5021,0.2807,0.3509,0.0338,0,0,1.0808,0.0,0.0,0.0,0,0,0.5142,0.0,0.0,0.0,5363,2180,0.4065,0.0778,0.0972,0.0094,1583,449,0.2836,0.023,0.0287,0.0028,0,0,0.5061,0.0,0.0,0.0,2436,1331,0.5464,0.0353,0.0442,0.0043,27076,3563,0.1316,0.3926,0.4907,0.0473,3185,1596,0.5011,0.0462,0.0577,0.0056,68967,22515,0.3265,1.0,1.25,0.1205,No,1,0,0,1,0,581,1
CXD5R19RRF,8988,3268,6537,0.3636,0.7273,2.0003,224,136,0.6071,0.0249,0.0685,0.0343,2428,1220,0.5025,0.2701,0.743,0.3714,905,465,0.5138,0.1007,0.2769,0.1384,0,0,0.0,0.0,0.0,0.0,0,0,0.5206,0.0,0.0,0.0,1052,432,0.4106,0.117,0.3219,0.1609,105,42,0.4,0.0117,0.0321,0.0161,0,0,0.5063,0.0,0.0,0.0,0,0,0.5087,0.0,0.0,0.0,3180,1266,0.3981,0.3538,0.9731,0.4865,277,139,0.5018,0.0308,0.0848,0.0424,8171,3700,0.4528,0.9091,2.5003,1.25,No,1,0,0,1,0,661,0
CXEKEVVZJV,24082,280959,0,11.6668,0.0,0.0,738,570,0.7724,0.0306,0.0026,0.0,0,0,0.5043,0.0,0.0,0.0678,3822,1922,0.5029,0.1587,0.0136,0.0,0,0,1.0863,0.0,0.0,0.0003,0,0,0.5459,0.0,0.0,0.0114,4716,2433,0.5159,0.1958,0.0168,0.2547,4165,1574,0.3779,0.173,0.0148,0.1318,0,0,0.506,0.0,0.0,0.1102,216,108,0.5,0.009,0.0008,0.024,11338,5971,0.5266,0.4708,0.0404,0.0,1763,884,0.5014,0.0732,0.0063,0.1128,26758,13462,0.5031,1.1111,0.0952,0.0,No,0,0,0,1,0,628,0
CXFJDBA4S1,359558,419485,4344664,1.1667,12.0833,10.3571,23337,21029,0.9011,0.0649,0.0556,0.0054,0,0,0.5007,0.0,0.0,0.0,27362,13944,0.5096,0.0761,0.0652,0.0063,0,0,0.3842,0.0,0.0,0.0,0,0,0.4981,0.0,0.0,0.0,33561,19101,0.5691,0.0933,0.08,0.0077,13828,5271,0.3812,0.0385,0.033,0.0032,39085,19780,0.5061,0.1087,0.0932,0.009,12077,6046,0.5006,0.0336,0.0288,0.0028,135886,102124,0.7515,0.3779,0.3239,0.0313,14496,7289,0.5028,0.0403,0.0346,0.0033,299632,194584,0.6494,0.8333,0.7143,0.069,No,1,1,1,1,0,524,1
CXFM250QIQ,17116,123235,5135,7.2,0.3,0.0417,749,442,0.5901,0.0438,0.0061,0.1459,0,0,0.5042,0.0,0.0,0.0,2449,1235,0.5043,0.1431,0.0199,0.4769,0,0,1.1122,0.0,0.0,0.0,202,119,0.5891,0.0118,0.0016,0.0393,2928,1512,0.5164,0.1711,0.0238,0.5702,1687,686,0.4066,0.0986,0.0137,0.3285,0,0,0.5061,0.0,0.0,0.0,132,66,0.5,0.0077,0.0011,0.0257,7869,4524,0.5749,0.4597,0.0639,1.5324,1100,551,0.5009,0.0643,0.0089,0.2142,17116,9135,0.5337,1.0,0.1389,3.3332,Low,1,0,0,1,0,654,0
CXH4YTKINH,42325,609480,33860,14.4,0.8,0.0556,1051,401,0.3815,0.0248,0.0017,0.031,0,0,0.5048,0.0,0.0,0.0,7643,3918,0.5126,0.1806,0.0125,0.2257,0,0,0.6467,0.0,0.0,0.0,718,406,0.5655,0.017,0.0012,0.0212,8571,4024,0.4695,0.2025,0.0141,0.2531,4420,298,0.0674,0.1044,0.0073,0.1305,15948,8071,0.5061,0.3768,0.0262,0.471,420,210,0.5,0.0099,0.0007,0.0124,0,0,0.4826,0.0,0.0,0.0,3554,1789,0.5034,0.084,0.0058,0.105,42325,19117,0.4517,1.0,0.0694,1.25,Low,1,0,0,1,0,642,0
CXHN3793IM,59723,77640,334449,1.3,5.6,4.3077,4038,2755,0.6823,0.0676,0.052,0.0121,5178,2609,0.5039,0.0867,0.0667,0.0155,15642,7966,0.5093,0.2619,0.2015,0.0468,0,0,0.61,0.0,0.0,0.0,8378,4553,0.5434,0.1403,0.1079,0.0251,5328,2749,0.516,0.0892,0.0686,0.0159,1502,308,0.2051,0.0251,0.0193,0.0045,14900,7541,0.5061,0.2495,0.1919,0.0446,2159,1080,0.5002,0.0362,0.0278,0.0065,0,0,0.1992,0.0,0.0,0.0,2598,1312,0.505,0.0435,0.0335,0.0078,59723,30873,0.5169,1.0,0.7692,0.1786,High,1,0,0,1,0,586,0
CXKX8F9DJQ,65215,592860,11857,9.0909,0.1818,0.02,2237,669,0.2991,0.0343,0.0038,0.1887,0,0,0.5037,0.0,0.0,0.0,7118,3661,0.5143,0.1091,0.012,0.6003,0,0,1.0237,0.0,0.0,0.0,0,0,0.6484,0.0,0.0,0.0,8731,4509,0.5164,0.1339,0.0147,0.7364,7963,5111,0.6418,0.1221,0.0134,0.6716,14816,7499,0.5061,0.2272,0.025,1.2496,392,198,0.5051,0.006,0.0007,0.0331,14745,6692,0.4538,0.2261,0.0249,1.2436,3284,1656,0.5043,0.0504,0.0055,0.277,59286,29995,0.5059,0.9091,0.1,5.0001,No,1,0,0,1,0,663,0
